"date","state","dataQualityGrade","death","deathConfirmed","deathIncrease","deathProbable","hospitalized","hospitalizedCumulative","hospitalizedCurrently","hospitalizedIncrease","inIcuCumulative","inIcuCurrently","negative","negativeIncrease","negativeTestsAntibody","negativeTestsPeopleAntibody","negativeTestsViral","onVentilatorCumulative","onVentilatorCurrently","positive","positiveCasesViral","positiveIncrease","positiveScore","positiveTestsAntibody","positiveTestsAntigen","positiveTestsPeopleAntibody","positiveTestsPeopleAntigen","positiveTestsViral","recovered","totalTestEncountersViral","totalTestEncountersViralIncrease","totalTestResults","totalTestResultsIncrease","totalTestsAntibody","totalTestsAntigen","totalTestsPeopleAntibody","totalTestsPeopleAntigen","totalTestsPeopleViral","totalTestsPeopleViralIncrease","totalTestsViral","totalTestsViralIncrease","stateLong"
"2020-07-20","NJ","A+",15510,13741,10,1769,21058,21058,798,-6,NA,146,1625911,11557,NA,NA,NA,NA,72,176963,176963,180,0,NA,NA,NA,NA,NA,31448,NA,0,1802874,11737,NA,NA,NA,NA,NA,0,1802874,11737,"New Jersey"
"2020-07-20","NM","B",571,NA,2,NA,2387,2387,161,23,NA,NA,452244,8316,NA,NA,NA,NA,NA,16971,16971,235,0,NA,NA,NA,NA,NA,6764,NA,0,469215,8551,NA,NA,NA,NA,NA,0,469215,8551,"New Mexico"
"2020-07-20","NV","A+",648,NA,1,NA,NA,NA,1086,0,NA,304,358708,4685,NA,NA,NA,NA,156,36713,36713,948,0,NA,NA,NA,NA,NA,867,546553,2720,546553,2720,NA,NA,NA,NA,392988,5914,498739,8095,"Nevada"
"2020-07-20","NY","A",25056,NA,8,NA,89995,89995,716,0,NA,158,4757486,48823,NA,NA,NA,NA,93,407326,407326,519,0,NA,NA,NA,NA,NA,72229,5164812,49342,5164812,49342,NA,NA,NA,NA,NA,0,NA,0,"New York"
"2020-07-20","OH","B",3189,2931,15,258,9610,9610,1065,55,2344,318,1105744,17762,NA,NA,NA,NA,165,76168,71952,1236,0,NA,NA,NA,NA,NA,51860,NA,0,1181912,18998,NA,NA,NA,NA,NA,0,1177696,18959,"Ohio"
"2020-07-20","OK","A+",452,NA,1,NA,2403,2403,604,15,NA,232,450675,0,NA,NA,450675,NA,NA,25433,25433,168,0,1854,NA,NA,NA,27903,19750,NA,0,476108,168,55185,NA,NA,NA,NA,0,479547,0,"Oklahoma"
"2020-07-20","OR","A+",262,NA,2,NA,1387,1387,233,60,NA,70,325197,4186,NA,NA,325197,NA,34,14847,14085,268,0,NA,NA,NA,NA,NA,3338,NA,0,340044,4454,NA,NA,NA,NA,339282,15804,NA,0,"Oregon"
"2020-07-20","PA","A+",7018,NA,3,NA,NA,NA,706,0,NA,NA,938175,11823,NA,NA,NA,NA,98,101738,98872,711,0,NA,NA,NA,NA,NA,76780,NA,0,1039913,12534,NA,NA,NA,NA,1037047,12531,NA,0,"Pennsylvania"
"2020-07-20","PR","B",180,81,2,99,NA,NA,336,0,NA,31,255766,0,NA,NA,253922,NA,20,12461,4011,398,0,8450,NA,NA,NA,3966,NA,NA,0,268227,398,NA,NA,NA,NA,NA,0,258001,0,NA
"2020-07-20","RI","A+",995,NA,5,NA,2110,2110,61,22,NA,2,165721,4313,NA,NA,289004,NA,2,17904,17904,111,0,NA,NA,NA,NA,26152,1738,319187,2647,319187,2647,NA,NA,NA,NA,183625,4424,315156,10386,"Rhode Island"
"2020-07-20","SC","A",1164,1147,9,17,4182,4182,1593,0,NA,NA,516871,9471,45729,NA,498977,NA,NA,71445,71213,1459,0,2781,NA,NA,NA,89107,22553,NA,0,588316,10930,48510,NA,NA,NA,NA,0,588084,10919,"South Carolina"
"2020-07-20","SD","B",118,NA,0,NA,774,774,65,0,NA,NA,90711,530,NA,NA,NA,NA,NA,7943,NA,37,0,NA,NA,NA,NA,NA,6996,NA,0,98654,567,NA,NA,NA,NA,98654,567,NA,0,"South Dakota"
"2020-07-20","TN","A",847,816,4,31,3712,3712,1368,31,NA,NA,1135413,16231,NA,NA,1121126,NA,NA,79754,78970,1639,0,NA,NA,NA,NA,93257,45974,NA,0,1215167,17870,NA,NA,NA,NA,NA,0,1214383,17840,"Tennessee"
"2020-07-20","TX","B",4020,NA,62,NA,NA,NA,10569,0,NA,NA,2652120,44786,NA,NA,NA,NA,NA,332434,332434,7404,0,7976,NA,NA,NA,NA,177871,NA,0,2984554,52190,223303,NA,NA,NA,NA,0,2984554,52190,"Texas"
"2020-07-20","UT","A+",247,NA,4,NA,2066,2066,247,33,543,105,432740,4961,NA,NA,524417,224,NA,34526,34526,409,0,NA,355,NA,336,38406,21504,NA,0,562823,6278,NA,912,NA,767,467266,5370,562823,6278,"Utah"
"2020-07-20","VA","A+",2031,1927,4,104,11265,11265,1158,62,NA,265,842086,12153,NA,NA,NA,NA,125,78375,75415,945,0,NA,NA,NA,NA,93228,10107,917501,7498,917501,7498,NA,NA,NA,NA,NA,0,NA,0,"Virginia"
"2020-07-20","VI","C",6,6,0,NA,NA,NA,NA,0,NA,NA,6617,30,NA,NA,NA,NA,NA,304,NA,7,0,NA,NA,NA,NA,NA,135,NA,0,6921,37,NA,NA,NA,NA,NA,0,6972,34,NA
"2020-07-20","VT","B",56,56,0,NA,NA,NA,22,0,NA,NA,82508,1358,NA,NA,NA,NA,NA,1360,1360,10,0,NA,NA,NA,NA,NA,1139,NA,0,104242,1790,NA,NA,NA,NA,83868,1368,104242,1790,"Vermont"
"2020-07-20","WA","B",1447,1447,3,NA,5063,5063,354,30,NA,NA,890052,16737,NA,NA,NA,NA,42,51206,51206,990,0,NA,NA,NA,NA,NA,NA,941258,17727,941258,17727,NA,NA,NA,NA,809339,17553,NA,0,"Washington"
"2020-07-20","WI","A+",853,846,2,7,4129,4129,367,22,829,110,737191,6289,NA,NA,NA,NA,NA,46675,43018,727,0,NA,NA,NA,NA,NA,33130,1034736,16414,1034736,16414,NA,NA,NA,NA,780209,6992,NA,0,"Wisconsin"
"2020-07-20","WV","B",100,NA,0,NA,NA,NA,77,0,NA,33,229838,3892,NA,NA,NA,NA,17,5142,5019,100,0,NA,NA,NA,NA,NA,3466,NA,0,234980,3992,12947,NA,NA,NA,NA,0,234857,3993,"West Virginia"
"2020-07-20","WY","B",24,NA,0,NA,144,144,13,1,NA,NA,41927,0,NA,NA,59262,NA,NA,2187,1790,61,0,NA,NA,NA,NA,1769,1652,NA,0,44114,61,NA,NA,NA,NA,43605,0,61032,0,"Wyoming"
"2020-07-19","AK","A",18,18,0,NA,NA,NA,27,0,NA,NA,170733,4529,NA,NA,NA,NA,1,2277,2277,118,0,NA,NA,NA,NA,NA,712,NA,0,173010,4647,NA,NA,NA,NA,NA,0,173010,4647,"Alaska"
"2020-07-19","AL","B",1287,1254,1,33,7782,7782,1524,0,988,NA,518522,9261,NA,NA,NA,526,NA,67011,65865,1777,0,NA,NA,NA,NA,NA,29736,NA,0,584387,10946,NA,NA,NA,NA,NA,0,584387,10946,"Alabama"
"2020-07-19","AR","A+",357,NA,4,NA,2177,2177,453,42,NA,NA,386638,5395,NA,NA,NA,307,97,32533,32533,771,0,NA,NA,NA,NA,NA,25292,NA,0,419171,6166,NA,NA,NA,NA,NA,0,419171,6166,"Arkansas"
"2020-07-19","AS","C",0,NA,0,NA,NA,NA,NA,0,NA,NA,1037,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1037,0,NA,NA,NA,NA,NA,0,1037,0,NA
"2020-07-19","AZ","A+",2761,2431,31,152,6632,6632,3136,65,NA,894,642355,11629,NA,NA,NA,NA,622,143624,137710,2359,0,NA,NA,NA,NA,NA,18149,NA,0,785979,13988,209531,NA,NA,NA,785979,13988,NA,0,"Arizona"
"2020-07-19","CA","B",7685,NA,90,NA,NA,NA,8398,0,NA,2107,5902160,110305,NA,NA,NA,NA,NA,384692,384692,9329,0,NA,NA,NA,NA,NA,NA,NA,0,6286852,119634,NA,NA,NA,NA,NA,0,6286852,119634,"California"
"2020-07-19","CO","A",1615,NA,0,NA,6019,6019,401,25,NA,NA,396150,4711,117712,NA,NA,NA,NA,39788,36698,444,0,8621,NA,NA,NA,NA,4948,543670,9049,543670,9049,126333,NA,NA,NA,432848,5149,NA,0,"Colorado"
"2020-07-19","CT","B",4396,3519,0,877,10654,10654,66,0,NA,NA,609238,27162,NA,NA,NA,NA,NA,47893,45910,0,0,NA,NA,NA,NA,NA,8466,NA,0,657131,27162,NA,NA,NA,NA,NA,0,627986,0,"Connecticut"
"2020-07-19","DC","A+",578,NA,0,NA,NA,NA,91,0,NA,17,136504,2743,NA,NA,NA,NA,12,11261,NA,67,0,NA,NA,NA,NA,NA,1886,147765,2810,147765,2810,NA,NA,NA,NA,106925,1654,NA,0,"District of Columbia"
"2020-07-19","DE","A+",523,465,0,58,NA,NA,47,0,NA,9,139476,2148,NA,NA,NA,NA,NA,13519,12537,90,0,NA,NA,NA,NA,17030,7362,211955,3925,211955,3925,NA,NA,NA,NA,152995,2238,NA,0,"Delaware"
"2020-07-19","FL","A",5091,5091,89,NA,21309,21309,9363,340,NA,NA,2652594,58175,NA,284980,3329053,NA,NA,344305,NA,12385,0,NA,NA,12002,NA,435616,NA,3526542,101596,3526542,101596,NA,NA,297009,NA,3006290,70769,3775936,98792,"Florida"
"2020-07-19","GA","A",3173,NA,5,NA,15010,15010,3036,49,2822,NA,1112196,20262,NA,NA,1124829,NA,NA,143123,143123,3251,0,11782,NA,NA,NA,130490,NA,NA,0,1255319,23513,200457,NA,NA,NA,NA,0,1255319,23513,"Georgia"
"2020-07-19","GU","B",5,NA,0,NA,NA,NA,4,0,NA,NA,17938,0,NA,NA,NA,NA,NA,315,307,0,0,2,NA,NA,NA,NA,222,NA,0,18253,0,145,NA,NA,NA,18245,0,18244,0,NA
"2020-07-19","HI","D",24,NA,1,NA,140,140,39,1,NA,NA,103281,1620,NA,NA,NA,NA,NA,1354,NA,20,0,NA,NA,NA,NA,1309,1019,125235,2368,125235,2368,NA,NA,NA,NA,104635,1640,126454,2386,"Hawaii"
"2020-07-19","IA","A+",794,NA,7,NA,NA,NA,214,0,NA,75,376768,10946,NA,34549,NA,NA,31,38723,38723,816,0,NA,NA,2595,NA,NA,27894,NA,0,415491,11762,NA,NA,37180,NA,416735,13006,NA,0,"Iowa"
"2020-07-19","ID","A",119,97,1,22,583,583,224,13,180,33,131884,3131,NA,NA,NA,NA,NA,14302,13419,550,0,NA,NA,NA,NA,NA,3989,NA,0,145303,3667,NA,NA,NA,NA,145303,3667,NA,0,"Idaho"
"2020-07-19","IL","A",7488,7295,5,193,NA,NA,1356,0,NA,320,2082936,31148,NA,NA,NA,NA,132,162750,161575,965,0,NA,NA,NA,NA,NA,NA,NA,0,2245686,32113,NA,NA,NA,NA,NA,0,2244511,32113,"Illinois"
"2020-07-19","IN","A+",2822,2629,2,193,7895,7895,786,34,1675,244,570309,11508,NA,NA,NA,NA,81,56571,NA,917,0,NA,NA,NA,NA,60583,40965,NA,0,828193,7240,NA,NA,NA,NA,626880,12425,828193,7240,"Indiana"
"2020-07-19","KS","A",299,NA,0,NA,1453,1453,NA,0,427,58,227388,0,NA,NA,NA,161,14,21965,NA,0,0,NA,NA,NA,NA,NA,983,NA,0,249353,0,NA,NA,NA,NA,249353,0,NA,0,"Kansas"
"2020-07-19","KY","B",670,666,3,4,2880,2880,511,5,1035,102,469563,1546,NA,NA,NA,NA,NA,23161,22095,977,0,NA,NA,NA,NA,NA,6874,NA,0,491658,2513,40309,NA,NA,NA,NA,0,491658,2513,"Kentucky"
"2020-07-19","LA","B",3543,3433,34,110,NA,NA,1469,0,NA,NA,977598,22248,NA,NA,NA,NA,177,91706,91706,3116,0,NA,NA,NA,NA,NA,53288,NA,0,1069304,25364,NA,NA,NA,NA,1069304,25364,NA,0,"Louisiana"
"2020-07-19","MA","A+",8431,8213,12,218,11717,11717,498,8,NA,64,927001,13406,NA,NA,NA,NA,41,113534,106882,296,0,NA,NA,NA,NA,142539,95390,NA,0,1376714,7616,NA,NA,86165,NA,1033883,13624,1376714,7616,"Massachusetts"
"2020-07-19","MD","A",3377,3247,9,130,11841,11841,449,53,NA,131,661654,17874,NA,NA,NA,NA,NA,78131,78131,925,0,NA,NA,NA,NA,91615,5344,NA,0,938311,28899,NA,NA,NA,NA,739785,18799,938311,28899,"Maryland"
"2020-07-19","ME","A+",117,116,0,1,375,375,10,0,NA,9,133750,2467,8050,NA,132293,NA,7,3687,3266,41,0,385,NA,NA,NA,4542,3148,NA,0,137437,2508,8445,NA,NA,NA,NA,0,137016,2481,"Maine"
"2020-07-19","MI","A+",6366,6119,2,247,NA,NA,680,0,NA,201,1402591,27851,NA,NA,1402591,NA,102,81868,73663,530,0,NA,NA,NA,NA,102613,55162,NA,0,1484459,28381,197569,NA,NA,NA,NA,0,1505204,28819,"Michigan"
"2020-07-19","MN","A",1581,1541,3,40,4627,4627,258,25,1389,120,806984,16492,NA,NA,NA,NA,NA,46204,46204,734,0,NA,NA,NA,NA,NA,40001,853188,17226,853188,17226,NA,NA,NA,NA,NA,0,NA,0,"Minnesota"
"2020-07-19","MO","B",1129,NA,-1,NA,NA,NA,875,0,NA,NA,525985,7357,NA,51704,670037,NA,86,33094,33094,846,0,NA,NA,1829,NA,37936,NA,NA,0,709043,12752,NA,NA,53533,NA,559079,8203,709043,12752,"Missouri"
"2020-07-19","MP","D",2,NA,0,NA,4,4,NA,0,NA,NA,10664,0,NA,NA,NA,NA,NA,37,37,0,0,NA,NA,NA,NA,NA,29,NA,0,10701,0,NA,NA,NA,NA,10697,0,11335,0,NA
"2020-07-19","MS","A",1355,1324,9,31,3727,3727,1129,0,NA,278,335439,0,NA,NA,NA,NA,132,42638,42130,792,0,95,NA,NA,NA,NA,25932,NA,0,378077,792,14559,NA,NA,NA,NA,0,376793,0,"Mississippi"
"2020-07-19","MT","C",37,NA,0,NA,165,165,47,1,NA,NA,130626,1218,NA,NA,NA,NA,NA,2533,2533,62,0,NA,NA,NA,NA,NA,1075,NA,0,133159,1280,NA,NA,NA,NA,NA,0,133159,1280,"Montana"
"2020-07-19","NC","A",1634,1634,5,NA,NA,NA,1115,0,NA,NA,1295086,13901,NA,NA,NA,NA,NA,99778,99778,1820,0,NA,NA,NA,NA,NA,67124,NA,0,1394864,15721,NA,NA,NA,NA,NA,0,1394864,15721,"North Carolina"
"2020-07-19","ND","D",82,78,0,4,302,302,45,7,NA,NA,128835,2227,6124,NA,NA,NA,NA,5013,5013,113,0,229,NA,NA,NA,NA,4131,250904,5412,250904,5412,6353,NA,NA,NA,131374,2352,257256,5544,"North Dakota"
"2020-07-19","NE","B",301,NA,0,NA,1481,1481,113,1,NA,NA,209920,1130,NA,NA,265190,NA,NA,22481,22481,120,0,NA,NA,NA,NA,27538,16801,NA,0,293481,2836,NA,NA,NA,NA,232654,1247,293481,2836,"Nebraska"
"2020-07-19","NH","B",398,NA,3,NA,673,673,17,3,193,NA,137175,1554,NA,NA,NA,NA,NA,6203,6203,38,0,NA,NA,NA,NA,NA,5251,NA,0,200204,3147,25815,NA,25466,NA,143378,1592,200204,3147,"New Hampshire"
"2020-07-19","NJ","A+",15500,13732,8,1768,21064,21064,766,0,NA,149,1614354,9718,NA,NA,NA,NA,65,176783,176783,-31,0,NA,NA,NA,NA,NA,31405,NA,0,1791137,9687,NA,NA,NA,NA,NA,0,1791137,9687,"New Jersey"
"2020-07-19","NM","B",569,NA,4,NA,2364,2364,160,27,NA,NA,443928,8086,NA,NA,NA,NA,NA,16736,16736,280,0,NA,NA,NA,NA,NA,6736,NA,0,460664,8366,NA,NA,NA,NA,NA,0,460664,8366,"New Mexico"
"2020-07-19","NV","A+",647,NA,1,NA,NA,NA,1045,0,NA,287,354023,5963,NA,NA,NA,NA,149,35765,35765,1288,0,NA,NA,NA,NA,NA,842,543833,7176,543833,7176,NA,NA,NA,NA,387074,7195,490644,10202,"Nevada"
"2020-07-19","NY","A",25048,NA,13,NA,89995,89995,722,0,NA,160,4708663,45702,NA,NA,NA,NA,96,406807,406807,502,0,NA,NA,NA,NA,NA,72161,5115470,46204,5115470,46204,NA,NA,NA,NA,NA,0,NA,0,"New York"
"2020-07-19","OH","B",3174,2916,42,258,9555,9555,1065,42,2315,318,1087982,23368,NA,NA,NA,NA,163,74932,70755,1110,0,NA,NA,NA,NA,NA,51086,NA,0,1162914,24478,NA,NA,NA,NA,NA,0,1158737,24439,"Ohio"
"2020-07-19","OK","A+",451,NA,0,NA,2388,2388,547,13,NA,232,450675,0,NA,NA,450675,NA,NA,25265,25265,209,0,1854,NA,NA,NA,27903,19466,NA,0,475940,209,55185,NA,NA,NA,NA,0,479547,0,"Oklahoma"
"2020-07-19","OR","A+",260,NA,3,NA,1327,1327,242,0,NA,64,321011,4367,NA,NA,321011,NA,34,14579,13085,430,0,NA,NA,NA,NA,NA,3225,NA,0,335590,4797,NA,NA,NA,NA,323478,0,NA,0,"Oregon"
"2020-07-19","PA","A+",7015,NA,8,NA,NA,NA,703,0,NA,NA,926352,13866,NA,NA,NA,NA,96,101027,98164,786,0,NA,NA,NA,NA,NA,76780,NA,0,1027379,14652,NA,NA,NA,NA,1024516,14642,NA,0,"Pennsylvania"
"2020-07-19","PR","B",178,81,0,97,NA,NA,315,0,NA,26,255766,0,NA,NA,253922,NA,18,12063,3791,610,0,8272,NA,NA,NA,3966,NA,NA,0,267829,610,NA,NA,NA,NA,NA,0,258001,0,NA
"2020-07-19","RI","A+",990,NA,0,NA,2088,2088,62,0,NA,4,161408,0,NA,NA,278804,NA,2,17793,17793,0,0,NA,NA,NA,NA,25966,1717,316540,3213,316540,3213,NA,NA,NA,NA,179201,0,304770,0,"Rhode Island"
"2020-07-19","SC","A",1155,1138,20,17,4182,4182,1593,0,NA,NA,507400,13019,45462,NA,489808,NA,NA,69986,69765,2374,0,2764,NA,NA,NA,87357,22553,NA,0,577386,15393,48226,NA,NA,NA,NA,0,577165,15388,"South Carolina"
"2020-07-19","SD","B",118,NA,2,NA,774,774,63,3,NA,NA,90181,796,NA,NA,NA,NA,NA,7906,NA,44,0,NA,NA,NA,NA,NA,6952,NA,0,98087,840,NA,NA,NA,NA,98087,840,NA,0,"South Dakota"
"2020-07-19","TN","A",843,812,5,31,3681,3681,1327,32,NA,NA,1119182,21866,NA,NA,1105248,NA,NA,78115,77361,1779,0,NA,NA,NA,NA,91295,44319,NA,0,1197297,23645,NA,NA,NA,NA,NA,0,1196543,23630,"Tennessee"
"2020-07-19","TX","B",3958,NA,93,NA,NA,NA,10592,0,NA,NA,2607334,82379,NA,NA,NA,NA,NA,325030,325030,7300,0,7752,NA,NA,NA,NA,172936,NA,0,2932364,89679,221259,NA,NA,NA,NA,0,2932364,89679,"Texas"
"2020-07-19","UT","A+",243,NA,0,NA,2033,2033,296,19,543,102,427779,5773,NA,NA,518607,222,NA,34117,34117,785,0,NA,350,NA,331,37938,20915,NA,0,556545,7040,NA,907,NA,762,461896,6558,556545,7040,"Utah"
"2020-07-19","VA","A+",2027,1923,2,104,11203,11203,1186,61,NA,249,829933,16605,NA,NA,NA,NA,127,77430,74490,1057,0,NA,NA,NA,NA,92712,10017,910003,12739,910003,12739,NA,NA,NA,NA,NA,0,NA,0,"Virginia"
"2020-07-19","VI","C",6,6,0,NA,NA,NA,NA,0,NA,NA,6587,348,NA,NA,NA,NA,NA,297,NA,14,0,NA,NA,NA,NA,NA,135,NA,0,6884,362,NA,NA,NA,NA,NA,0,6938,284,NA
"2020-07-19","VT","B",56,56,0,NA,NA,NA,24,0,NA,NA,81150,2042,NA,NA,NA,NA,NA,1350,1350,12,0,NA,NA,NA,NA,NA,1137,NA,0,102452,2695,NA,NA,NA,NA,82500,2054,102452,2695,"Vermont"
"2020-07-19","WA","B",1444,1444,10,NA,5033,5033,364,49,NA,NA,873315,4877,NA,NA,NA,NA,62,50216,50216,334,0,NA,NA,NA,NA,NA,NA,923531,5211,923531,5211,NA,NA,NA,NA,791786,24129,NA,0,"Washington"
"2020-07-19","WI","A+",851,844,1,7,4107,4107,339,25,826,99,730902,7259,NA,NA,NA,NA,NA,45948,42315,849,0,NA,NA,NA,NA,NA,32628,1018322,19944,1018322,19944,NA,NA,NA,NA,773217,8089,NA,0,"Wisconsin"
"2020-07-19","WV","B",100,NA,0,NA,NA,NA,76,0,NA,32,225946,5329,NA,NA,NA,NA,15,5042,4918,148,0,NA,NA,NA,NA,NA,3373,NA,0,230988,5477,12825,NA,NA,NA,NA,0,230864,5479,"West Virginia"
"2020-07-19","WY","B",24,NA,0,NA,143,143,17,1,NA,NA,41927,0,NA,NA,59262,NA,NA,2126,1728,18,0,NA,NA,NA,NA,1769,1615,NA,0,44053,18,NA,NA,NA,NA,43605,0,61032,0,"Wyoming"
"2020-07-18","AK","A",18,18,1,NA,NA,NA,26,0,NA,NA,166204,2871,NA,NA,NA,NA,1,2159,2159,78,0,NA,NA,NA,NA,NA,708,NA,0,168363,2949,NA,NA,NA,NA,NA,0,168363,2949,"Alaska"
"2020-07-18","AL","B",1286,1253,21,33,7782,7782,1463,198,982,NA,509261,9237,NA,NA,NA,524,NA,65234,64180,2143,0,NA,NA,NA,NA,NA,29736,NA,0,573441,11306,NA,NA,NA,NA,NA,0,573441,11306,"Alabama"
"2020-07-18","AR","A+",353,NA,0,NA,2135,2135,464,65,NA,NA,381243,5508,NA,NA,NA,304,97,31762,31762,0,0,NA,NA,NA,NA,NA,24776,NA,0,413005,6156,NA,NA,NA,NA,NA,0,413005,6156,"Arkansas"
"2020-07-18","AS","C",0,NA,0,NA,NA,NA,NA,0,NA,NA,1037,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1037,0,NA,NA,NA,NA,NA,0,1037,0,NA
"2020-07-18","AZ","A+",2730,2431,147,152,6567,6567,3238,165,NA,894,630726,4281,NA,NA,NA,NA,657,141265,137710,2742,0,NA,NA,NA,NA,NA,17661,NA,0,771991,7836,206872,NA,NA,NA,771991,7836,NA,0,"Arizona"
"2020-07-18","CA","B",7595,NA,120,NA,NA,NA,8502,0,NA,2125,5791855,113920,NA,NA,NA,NA,NA,375363,375363,9199,0,NA,NA,NA,NA,NA,NA,NA,0,6167218,123119,NA,NA,NA,NA,NA,0,6167218,123119,"California"
"2020-07-18","CO","A",1615,NA,0,NA,5994,5994,394,28,NA,NA,391439,5816,116522,NA,NA,NA,NA,39344,36260,618,0,8169,NA,NA,NA,NA,4927,534621,8941,534621,8941,124691,NA,NA,NA,427699,6386,NA,0,"Colorado"
"2020-07-18","CT","B",4396,3519,0,877,10654,10654,66,0,NA,NA,582076,-139,NA,NA,NA,NA,NA,47893,45910,0,0,NA,NA,NA,NA,NA,8466,NA,0,629969,-139,NA,NA,NA,NA,NA,0,627986,0,"Connecticut"
"2020-07-18","DC","A+",578,NA,1,NA,NA,NA,88,0,NA,17,133761,3269,NA,NA,NA,NA,12,11194,NA,79,0,NA,NA,NA,NA,NA,1877,144955,3348,144955,3348,NA,NA,NA,NA,105271,1422,NA,0,"District of Columbia"
"2020-07-18","DE","A+",523,465,2,58,NA,NA,51,0,NA,8,137328,2055,NA,NA,NA,NA,NA,13429,12447,92,0,NA,NA,NA,NA,16901,7362,208030,5260,208030,5260,NA,NA,NA,NA,150757,2147,NA,0,"Delaware"
"2020-07-18","FL","A",5002,5002,90,NA,20969,20969,9144,443,NA,NA,2594419,40892,NA,284980,3246327,NA,NA,331920,NA,10173,0,NA,NA,12002,NA,420156,NA,3424946,80694,3424946,80694,NA,NA,297009,NA,2935521,51276,3677144,76406,"Florida"
"2020-07-18","GA","A",3168,NA,36,NA,14961,14961,2929,314,2819,NA,1091934,28439,NA,NA,1104393,NA,NA,139872,139872,4689,0,11530,NA,NA,NA,127413,NA,NA,0,1231806,33128,197631,NA,NA,NA,NA,0,1231806,33128,"Georgia"
"2020-07-18","GU","B",5,NA,0,NA,NA,NA,4,0,NA,NA,17938,0,NA,NA,NA,NA,NA,315,307,1,0,2,NA,NA,NA,NA,222,NA,0,18253,1,145,NA,NA,NA,18245,1,18244,20,NA
"2020-07-18","HI","D",23,NA,1,NA,139,139,39,1,NA,NA,101661,1768,NA,NA,NA,NA,NA,1334,NA,23,0,NA,NA,NA,NA,1287,994,122867,2420,122867,2420,NA,NA,NA,NA,102995,1791,124068,2556,"Hawaii"
"2020-07-18","IA","A+",787,NA,3,NA,NA,NA,210,0,NA,70,365822,1091,NA,34104,NA,NA,27,37907,37907,185,0,NA,NA,2516,NA,NA,27820,NA,0,403729,1276,NA,NA,36656,NA,403729,38,NA,0,"Iowa"
"2020-07-18","ID","A",118,96,4,22,570,570,224,16,170,33,128753,1567,NA,NA,NA,NA,NA,13752,12883,619,0,NA,NA,NA,NA,NA,3827,NA,0,141636,2155,NA,NA,NA,NA,141636,2155,NA,0,"Idaho"
"2020-07-18","IL","A",7483,7290,18,193,NA,NA,1360,0,NA,326,2051788,44823,NA,NA,NA,NA,119,161785,160610,1276,0,NA,NA,NA,NA,NA,NA,NA,0,2213573,46099,NA,NA,NA,NA,NA,0,2212398,46099,"Illinois"
"2020-07-18","IN","A+",2820,2627,17,193,7861,7861,798,47,1667,245,558801,8979,NA,NA,NA,NA,84,55654,NA,841,0,NA,NA,NA,NA,60196,40722,NA,0,820953,17273,NA,NA,NA,NA,614455,9820,820953,17273,"Indiana"
"2020-07-18","KS","A",299,NA,0,NA,1453,1453,NA,0,427,58,227388,0,NA,NA,NA,161,14,21965,NA,0,0,NA,NA,NA,NA,NA,983,NA,0,249353,0,NA,NA,NA,NA,249353,0,NA,0,"Kansas"
"2020-07-18","KY","B",667,662,9,5,2875,2875,514,11,1033,109,468017,6560,NA,NA,NA,NA,NA,22184,21128,579,0,NA,NA,NA,NA,NA,6824,NA,0,489145,7081,40308,NA,NA,NA,NA,0,489145,7081,"Kentucky"
"2020-07-18","LA","B",3509,3399,0,110,NA,NA,1413,0,NA,NA,955350,0,NA,NA,NA,NA,161,88590,88590,0,0,NA,NA,NA,NA,NA,53288,NA,0,1043940,0,NA,NA,NA,NA,1043940,0,NA,0,"Louisiana"
"2020-07-18","MA","A+",8419,8201,17,218,11709,11709,499,18,NA,86,913595,11887,NA,NA,NA,NA,43,113238,106664,359,0,NA,NA,NA,NA,142431,95390,NA,0,1369098,10959,NA,NA,85623,NA,1020259,12064,1369098,10959,"Massachusetts"
"2020-07-18","MD","A",3368,3238,9,130,11788,11788,448,60,NA,137,643780,11935,NA,NA,NA,NA,NA,77206,77206,835,0,NA,NA,NA,NA,90508,5344,NA,0,909412,18053,NA,NA,NA,NA,720986,12770,909412,18053,"Maryland"
"2020-07-18","ME","A+",117,116,2,1,375,375,9,0,NA,8,131283,1474,7989,NA,129845,NA,5,3646,3252,10,0,380,NA,NA,NA,4510,3136,NA,0,134929,1484,8378,NA,NA,NA,NA,0,134535,1487,"Maine"
"2020-07-18","MI","A+",6364,6117,9,247,NA,NA,680,0,NA,201,1374740,29827,NA,NA,1374740,NA,102,81338,73180,745,0,NA,NA,NA,NA,101645,55162,NA,0,1456078,30572,195843,NA,NA,NA,NA,0,1476385,31024,"Michigan"
"2020-07-18","MN","A",1578,1538,5,40,4602,4602,265,39,1377,117,790492,15994,NA,NA,NA,NA,NA,45470,45470,457,0,NA,NA,NA,NA,NA,39310,835962,16451,835962,16451,NA,NA,NA,NA,NA,0,NA,0,"Minnesota"
"2020-07-18","MO","B",1130,NA,9,NA,NA,NA,875,0,NA,NA,518628,12020,NA,51143,658406,NA,86,32248,32248,960,0,NA,NA,1817,NA,36842,NA,NA,0,696291,19253,NA,NA,52960,NA,550876,12980,696291,19253,"Missouri"
